-0.118225306	-0.09436288	-0.026900314	-0.08765651	0.021670744	-0.06169733	0.14723133	-0.11686879	0.060883768	0.12696412	-0.043168604	0.060534414	-0.0018592045	0.039375886	-0.08253688	0.061820783
-0.06349601	-0.075243846	-0.0071377163	-0.13017337	-0.07118023	-0.0013667883	0.030337203	0.018046772	0.05686802	0.07337624	-0.031137755	-0.033468373	0.0076054097	0.01060632	-0.10536245	0.03746762
0.020925285	0.035842277	0.011118195	0.03248955	-0.09189393	0.07499742	0.02648804	0.036204834	0.007860776	-0.035338532	-0.045051638	-0.111434706	0.028004188	-0.0035688633	0.0064507453	-0.013316804
-0.026819991	-0.0048265383	-0.03483331	-0.06638326	-0.03829729	0.0009988273	0.048547044	0.011033578	0.0015461489	0.050519787	-0.043755677	-0.072999805	-0.01275477	0.08209179	-0.01647542	0.02555916
-0.14318064	-0.10188866	-0.07494234	-0.11982525	-0.056395218	-0.06992673	0.1345208	-0.08199174	0.13565864	0.1550521	0.029939039	0.029388914	-0.12382	0.113470726	-0.103654586	0.105109386
0.04513639	0.06374599	0.048501484	-0.01658166	-0.1628394	0.11760028	-0.029227851	0.066903204	-0.03993707	-0.02129976	-0.17878605	-0.046615146	0.08172869	-0.053409882	0.001180176	-0.04456578
0.049347036	0.047061928	-0.016363518	-0.011295057	-0.07361347	0.052718382	-0.01946619	-0.00954313	-0.02416335	-0.030800652	-0.09696054	-0.07810691	0.036497347	0.03362375	-0.023886457	-0.030468738
-0.04052589	-0.051471025	-0.03474331	-0.068153344	-0.023911808	-0.02576666	0.093144275	-0.027348213	0.045626286	0.08669325	-0.06953874	-0.04332343	-0.054208253	0.019844387	-0.102167636	0.05143818
-0.10140749	-0.051697843	0.04183359	-0.1364384	-0.023469854	-0.064817786	0.09481109	-0.053751178	0.021441873	0.06251525	-0.07667025	0.0026606808	-0.022363676	0.06277068	-0.12541768	0.032736182
0.056341927	0.06614019	0.0030064252	0.0131453015	-0.10832762	0.092238836	-0.04605431	0.043814242	0.00080784986	-0.025836699	-0.04849577	-0.06792027	0.062069714	0.011945786	0.0036451884	-0.03282893
